1,0
1.07295,0.295509
1.20398,1.47585
1.26204,2.43437
1.40778,3.39381
1.62671,4.05928
1.93317,5.0941
2.21044,6.05493
2.42931,6.86777
3.04226,8.86372
3.58217,10.7852
4.00527,12.4844
4.73443,16.1764
5.37588,19.9411
5.72511,23.5553
6.10342,27.5383
6.3942,31.1519
6.55349,34.6905
6.80039,38.3773
6.97414,42.2845
7.08946,46.1173
7.21949,49.7293
7.30559,53.5618
7.46491,57.0267
7.52016,64.7642
